   Satellite ID          GPS Time         Pseudorange       Carrier Phase       C/N
             94        369354.000        40630955.986       211576047.516        37
              9        369354.000        25254027.304       132710818.854        37
             99        369354.000        25262385.243       131547871.068        42
              1        369355.000        20231613.110       106317822.020        51
              7        369355.000        20383762.257       107117388.159        49
             93        369355.000        39081334.980       203506761.541        42
             11        369355.000        20745751.336       109019633.751        50
             17        369355.000        23556900.951       123792370.238        45
             28        369355.000        23220984.818       122027093.847        45
             30        369355.000        20776340.172       109180397.841        51
             22        369355.000        23037235.980       121061480.976        45
              8        369355.000        23463466.866       123301292.850        44
              3        369355.000        23552009.690       123766627.845        45
             89        369355.000        37022049.216       192783524.686        46
             92        369355.000        38374368.341       199825400.126        42
             96        369355.000        36545018.581       190299500.381        45
             98        369355.000        35743225.993       186124355.970        47
            100        369355.000        22261272.471       115920286.673        49
            103        369355.000        36659854.486       190897484.854        47
             95        369355.000        35942652.282       187162820.596        48
             90        369355.000        37424103.716       194877126.182        43
             91        369355.000        36207322.212       188541024.476        46
             94        369355.000        40630739.743       211574921.087        37
              9        369355.000        25254275.848       132712123.280        37
             99        369355.000        25262048.384       131546117.229        42
              1        369356.000        20231712.873       106318346.801        51
              7        369356.000        20383972.724       107118494.063        49
             93        369356.000        39081276.749       203506458.536        42
             11        369356.000        20746040.364       109021153.344        49
             17        369356.000        23556609.969       123790841.669        44
             28        369356.000        23220495.758       122024525.471        44
             30        369356.000        20776188.355       109179599.476        51
             22        369356.000        23036918.560       121059810.709        45
              8        369356.000        23463798.525       123303035.438        44
              3        369356.000        23551500.999       123763954.608        44
             89        369356.000        37022000.739       192783272.707        46
             92        369356.000        38374316.793       199825131.736        42
             96        369356.000        36545083.426       190299838.570        45
             98        369356.000        35743169.053       186124059.306        47
            100        369356.000        22261280.690       115920329.790        49
            103        369356.000        36659857.348       190897498.772        47
             95        369356.000        35942703.533       187163086.869        48
             90        369356.000        37424047.788       194876835.196        43
             91        369356.000        36207271.013       188540758.654        46
             94        369356.000        40630523.326       211573794.630        38
              9        369356.000        25254524.147       132713428.017        37
             99        369356.000        25261711.857       131544363.725        42
              1        369357.000        20231812.968       106318872.197        51
              7        369357.000        20384183.296       107119600.553        49
             93        369357.000        39081218.535       203506155.506        42
             11        369357.000        20746329.898       109022673.289        49
             17        369357.000        23556318.899       123789313.230        44
             28        369357.000        23220007.047       122021956.969        44
             30        369357.000        20776036.399       109178801.711        51
             22        369357.000        23036600.757       121058140.664        45
              8        369357.000        23464129.922       123304777.924        44
              3        369357.000        23550992.464       123761281.364        44
             89        369357.000        37021952.454       192783020.696        46
             92        369357.000        38374265.367       199824863.303        42
             96        369357.000        36545148.481       190300176.716        45
             98        369357.000        35743112.253       186123762.747        47
            100        369357.000        22261288.542       115920373.028        49
            103        369357.000        36659859.773       190897512.721        47
             95        369357.000        35942754.645       187163353.260        48
             90        369357.000        37423991.807       194876544.182        43
             91        369357.000        36207220.163       188540492.790        46
             94        369357.000        40630306.995       211572667.957        37
              9        369357.000        25254772.464       132714732.416        37
             99        369357.000        25261375.225       131542610.381        42
              1        369358.000        20231913.202       106319398.193        51
              7        369358.000        20384393.885       107120707.637        49
             93        369358.000        39081160.286       203505852.428        42
             11        369358.000        20746619.101       109024193.642        49
             17        369358.000        23556027.969       123787784.922        44
             28        369358.000        23219518.354       122019388.361        44
             30        369358.000        20775884.808       109178004.566        51
             22        369358.000        23036282.936       121056470.847        45
              8        369358.000        23464461.738       123306520.304        44
              3        369358.000        23550483.860       123758608.123        44
             89        369358.000        37021904.170       192782768.671        46
             92        369358.000        38374213.819       199824594.850        42
             96        369358.000        36545213.291       190300514.822        45
             98        369358.000        35743055.295       186123466.315        47
            100        369358.000        22261297.058       115920416.398        49
            103        369358.000        36659862.268       190897526.692        47
             95        369358.000        35942805.878       187163619.760        48
             90        369358.000        37423935.967       194876253.119        43
             91        369358.000        36207169.191       188540226.887        46
             94        369358.000        40630090.613       211571541.088        37
              9        369358.000        25255020.815       132716036.472        37
             99        369358.000        25261038.488       131540857.202        42
              1        369359.000        20232013.331       106319924.941        51
              7        369359.000        20384604.753       107121815.479        49
             93        369359.000        39081102.334       203505549.460        42
             11        369359.000        20746908.582       109025714.536        50
             17        369359.000        23555737.458       123786256.926        45
             28        369359.000        23219029.573       122016819.792        45
             30        369359.000        20775733.271       109177208.190        51
             22        369359.000        23035965.342       121054801.426        45
              8        369359.000        23464793.292       123308262.734        44
              3        369359.000        23549975.344       123755935.047        45
             89        369359.000        37021855.832       192782516.779        46
             92        369359.000        38374162.236       199824326.531        42
             96        369359.000        36545278.380       190300853.089        45
             98        369359.000        35742998.425       186123170.173        47
            100        369359.000        22261305.487       115920460.060        49
            103        369359.000        36659865.165       190897540.858        47
             95        369359.000        35942857.130       187163886.571        48
             90        369359.000        37423880.144       194875962.210        43
             91        369359.000        36207117.800       188539961.121        46
             94        369359.000        40629874.265       211570414.204        37
              9        369359.000        25255269.044       132717340.352        37
             99        369359.000        25260701.995       131539104.364        42
              1        369360.000        20232113.984       106320452.322        51
              7        369360.000        20384815.727       107122923.920        49
             93        369360.000        39081044.189       203505246.514        42
             11        369360.000        20747198.186       109027235.815        50
             17        369360.000        23555446.720       123784729.065        44
             28        369360.000        23218540.758       122014251.116        44
             30        369360.000        20775582.065       109176412.437        51
             22        369360.000        23035647.835       121053132.251        45
              8        369360.000        23465125.004       123310005.069        44
              3        369360.000        23549466.827       123753261.979        45
             89        369360.000        37021807.164       192782264.848        46
             92        369360.000        38374110.549       199824058.191        42
             96        369360.000        36545343.260       190301191.350        45
             98        369360.000        35742941.502       186122874.155        47
            100        369360.000        22261314.055       115920503.846        49
            103        369360.000        36659868.062       190897555.063        47
             95        369360.000        35942908.503       187164153.528        48
             90        369360.000        37423824.355       194875671.278        43
             91        369360.000        36207067.003       188539695.342        46
             94        369360.000        40629657.934       211569287.131        37
              9        369360.000        25255516.925       132718643.858        37
             99        369360.000        25260365.450       131537351.700        42
              1        369361.000        20232214.288       106320980.517        51
              7        369361.000        20385026.717       107124033.174        49
             93        369361.000        39080985.941       203504943.730        42
             11        369361.000        20747487.703       109028757.679        49
             17        369361.000        23555156.069       123783201.558        44
             28        369361.000        23218052.100       122011682.520        44
             30        369361.000        20775430.667       109175617.505        51
             22        369361.000        23035330.015       121051463.502        44
              8        369361.000        23465456.750       123311747.515        44
              3        369361.000        23548958.048       123750589.132        44
             89        369361.000        37021758.879       192782013.130        46
             92        369361.000        38374059.036       199823790.020        42
             96        369361.000        36545408.210       190301529.789        45
             98        369361.000        35742884.754       186122578.479        47
            100        369361.000        22261322.221       115920547.970        49
            103        369361.000        36659870.941       190897569.503        47
             95        369361.000        35942959.720       187164420.806        48
             90        369361.000        37423768.375       194875380.509        43
             91        369361.000        36207015.961       188539429.730        46
             94        369361.000        40629441.517       211568160.081        38
              9        369361.000        25255764.857       132719947.263        37
             99        369361.000        25260028.923       131535599.416        42
              1        369362.000        20232315.011       106321509.431        51
              7        369362.000        20385237.970       107125143.126        49
             93        369362.000        39080927.744       203504641.027        41
             11        369362.000        20747777.341       109030280.065        49
             17        369362.000        23554865.453       123781674.271        44
             28        369362.000        23217563.528       122009113.939        44
             30        369362.000        20775279.373       109174823.313        51
             22        369362.000        23035012.386       121049795.111        45
              8        369362.000        23465788.688       123313489.972        44
              3        369362.000        23548449.479       123747916.403        44
             89        369362.000        37021710.699       192781761.468        46
             92        369362.000        38374007.610       199823521.940        42
             96        369362.000        36545473.369       190301868.318        45
             98        369362.000        35742828.146       186122283.037        47
            100        369362.000        22261330.458       115920592.348        49
            103        369362.000        36659873.506       190897584.094        47
             95        369362.000        35943011.006       187164688.350        48
             90        369362.000        37423712.813       194875089.821        43
             91        369362.000        36206964.779       188539164.206        46
             94        369362.000        40629224.907       211567032.931        38
              9        369362.000        25256012.860       132721250.429        37
             99        369362.000        25259692.710       131533847.407        42
              1        369363.000        20232415.733       106322039.055        51
              7        369363.000        20385449.257       107126253.778        49
             93        369363.000        39080869.617       203504338.396        41
             11        369363.000        20748067.050       109031802.934        49
             17        369363.000        23554574.889       123780147.257        44
             28        369363.000        23217074.765       122006545.346        44
             30        369363.000        20775128.080       109174029.845        51
             22        369363.000        23034695.019       121048127.056        45
              8        369363.000        23466120.242       123315232.459        44
              3        369363.000        23547940.893       123745243.809        44
             89        369363.000        37021662.379       192781509.880        46
             92        369363.000        38373956.044       199823253.941        42
             96        369363.000        36545538.441       190302206.957        45
             98        369363.000        35742771.572       186121987.808        47
            100        369363.000        22261339.375       115920636.963        49
            103        369363.000        36659876.351       190897598.824        47
             95        369363.000        35943062.466       187164956.101        48
             90        369363.000        37423656.554       194874799.227        43
             91        369363.000        36206914.016       188538898.758        46
             94        369363.000        40629008.699       211565905.725        38
              9        369363.000        25256260.985       132722553.354        37
             99        369363.000        25259356.077       131532095.682        42
              1        369364.000        20232516.665       106322569.320        51
              7        369364.000        20385660.771       107127365.048        49
             93        369364.000        39080811.595       203504035.769        41
             11        369364.000        20748356.968       109033326.210        49
             17        369364.000        23554284.640       123778620.390        44
             28        369364.000        23216585.845       122003976.655        44
             30        369364.000        20774977.537       109173237.002        51
             22        369364.000        23034377.686       121046459.256        45
              8        369364.000        23466451.569       123316974.855        44
              3        369364.000        23547432.097       123742571.225        44
             89        369364.000        37021613.850       192781258.292        46
             92        369364.000        38373904.793       199822985.906        42
             96        369364.000        36545603.617       190302545.577        45
             98        369364.000        35742714.754       186121692.712        47
            100        369364.000        22261348.065       115920681.720        49
            103        369364.000        36659879.387       190897613.595        47
             95        369364.000        35943113.822       187165224.008        48
             90        369364.000        37423600.923       194874508.586        43
             91        369364.000        36206862.765       188538633.299        46
             94        369364.000        40628792.299       211564778.330        38
              9        369364.000        25256508.987       132723855.965        38
             99        369364.000        25259019.777       131530344.151        42
              1        369365.000        20232617.580       106323100.025        51
              7        369365.000        20385872.058       107128476.757        49
             93        369365.000        39080753.207       203503732.956        41
             11        369365.000        20748646.816       109034849.722        49
             17        369365.000        23553993.710       123777093.500        44
             28        369365.000        23216096.785       122001407.694        44
             30        369365.000        20774826.680       109172444.623        51
             22        369365.000        23034060.162       121044791.539        45
              8        369365.000        23466782.844       123318716.987        44
              3        369365.000        23546923.335       123739898.484        44
             89        369365.000        37021565.513       192781006.515        46
             92        369365.000        38373853.350       199822717.728        42
             96        369365.000        36545668.358       190302884.029        45
             98        369365.000        35742657.971       186121397.601        47
            100        369365.000        22261356.686       115920726.448        49
            103        369365.000        36659882.057       190897628.240        47
             95        369365.000        35943165.213       187165491.907        48
             90        369365.000        37423544.977       194874217.787        43
             91        369365.000        36206811.479       188538367.659        46
             94        369365.000        40628575.724       211563650.595        38
              9        369365.000        25256756.815       132725158.042        38
             99        369365.000        25258683.476       131528592.646        42
              1        369366.000        20232718.390       106323631.411        50
              7        369366.000        20386083.607       107129589.138        49
             93        369366.000        39080695.255       203503430.189        41
             11        369366.000        20748936.821       109036373.702        49
             17        369366.000        23553703.129       123775566.826        44
             28        369366.000        23215607.638       121998838.690        44
             30        369366.000        20774676.014       109171652.938        50
             22        369366.000        23033742.900       121043124.131        44
              8        369366.000        23467114.328       123320459.094        44
              3        369366.000        23546414.505       123737225.832        43
             89        369366.000        37021517.159       192780754.792        46
             92        369366.000        38373801.854       199822449.585        42
             96        369366.000        36545733.604       190303222.531        45
             98        369366.000        35742601.293       186121102.709        47
            100        369366.000        22261364.922       115920771.399        48
            103        369366.000        36659884.430       190897643.009        47
             95        369366.000        35943216.901       187165760.001        48
             90        369366.000        37423489.067       194873927.045        43
             91        369366.000        36206760.594       188538102.066        46
             94        369366.000        40628359.184       211562522.736        38
              9        369366.000        25257004.678       132726459.888        38
             99        369366.000        25258347.211       131526841.376        42
              1        369367.000        20232819.688       106324163.572        50
              7        369367.000        20386295.470       107130702.276        49
             93        369367.000        39080637.024       203503127.521        41
             11        369367.000        20749226.687       109037898.207        49
             17        369367.000        23553412.496       123774040.461        44
             28        369367.000        23215118.613       121996269.722        44
             30        369367.000        20774525.402       109170862.021        50
             22        369367.000        23033425.725       121041457.113        44
              8        369367.000        23467445.621       123322201.283        43
              3        369367.000        23545905.569       123734553.339        43
             89        369367.000        37021468.839       192780503.191        46
             92        369367.000        38373750.376       199822181.583        42
             96        369367.000        36545798.554       190303561.189        45
             98        369367.000        35742544.580       186120808.087        47
            100        369367.000        22261373.595       115920816.629        48
            103        369367.000        36659887.187       190897657.960        47
             95        369367.000        35943268.414       187166028.371        48
             90        369367.000        37423432.999       194873636.429        43
             91        369367.000        36206709.570       188537836.602        46
             94        369367.000        40628142.418       211561394.856        38
              9        369367.000        25257252.489       132727761.528        37
             99        369367.000        25258010.858       131525090.460        42
              1        369368.000        20232920.934       106324696.221        50
              7        369368.000        20386507.403       107131815.888        49
             93        369368.000        39080578.914       203502824.720        41
             11        369368.000        20749516.831       109039423.004        49
             17        369368.000        23553121.967       123772514.103        44
             28        369368.000        23214629.885       121993700.541        44
             30        369368.000        20774375.033       109170071.615        50
             22        369368.000        23033108.515       121039790.223        44
              8        369368.000        23467777.018       123323943.260        43
              3        369368.000        23545397.017       123731880.769        43
             89        369368.000        37021420.345       192780251.453        46
             92        369368.000        38373698.811       199821913.424        42
             96        369368.000        36545863.434       190303899.704        45
             98        369368.000        35742487.988       186120513.501        47
            100        369368.000        22261382.337       115920861.870        48
            103        369368.000        36659889.875       190897672.836        47
             95        369368.000        35943319.997       187166296.763        48
             90        369368.000        37423377.246       194873345.646        43
             91        369368.000        36206658.859       188537571.012        46
             94        369368.000        40627925.773       211560266.653        38
              9        369368.000        25257500.055       132729062.700        37
             99        369368.000        25257674.574       131523339.567        42
              1        369369.000        20233022.512       106325229.566        50
              7        369369.000        20386719.423       107132930.190        49
             93        369369.000        39080520.753       203502522.002        41
             11        369369.000        20749806.941       109040948.276        49
             17        369369.000        23552831.473       123770987.962        44
             28        369369.000        23214140.930       121991131.322        44
             30        369369.000        20774224.612       109169281.915        51
             22        369369.000        23032791.147       121038123.654        44
              8        369369.000        23468108.554       123325685.217        43
              3        369369.000        23544888.291       123729208.263        43
             89        369369.000        37021372.252       192779999.774        46
             92        369369.000        38373647.385       199821645.330        42
             96        369369.000        36545928.122       190304238.275        45
             98        369369.000        35742431.397       186120219.119        47
            100        369369.000        22261391.080       115920907.338        48
            103        369369.000        36659893.312       190897687.819        47
             95        369369.000        35943371.632       187166565.389        48
             90        369369.000        37423321.562       194873054.948        43
             91        369369.000        36206607.887       188537305.464        46
             94        369369.000        40627709.077       211559138.355        38
              9        369369.000        25257747.359       132730363.626        37
             99        369369.000        25257338.361       131521588.957        42
              1        369370.000        20233124.247       106325763.625        51
              7        369370.000        20386931.531       107134045.189        49
             93        369370.000        39080462.434       203502219.339        41
             11        369370.000        20750097.243       109042474.032        49
             17        369370.000        23552541.276       123769462.057        44
             28        369370.000        23213652.114       121988562.102        44
             30        369370.000        20774074.540       109168492.925        51
             22        369370.000        23032473.885       121036457.415        44
              8        369370.000        23468439.986       123327427.166        44
              3        369370.000        23544380.001       123726535.877        44
             89        369370.000        37021323.915       192779748.169        46
             92        369370.000        38373595.837       199821377.324        42
             96        369370.000        36545993.054       190304576.937        45
             98        369370.000        35742374.894       186119924.948        47
            100        369370.000        22261399.526       115920953.024        48
            103        369370.000        36659896.104       190897702.941        47
             95        369370.000        35943423.232       187166834.243        48
             90        369370.000        37423265.878       194872764.318        43
             91        369370.000        36206556.584       188537040.004        46
             94        369370.000        40627492.380       211558009.969        38
              9        369370.000        25257994.611       132731664.306        37
             99        369370.000        25257002.165       131519838.618        42
              1        369371.000        20233226.034       106326298.398        51
              7        369371.000        20387143.952       107135160.895        49
             93        369371.000        39080404.203       203501916.771        42
             11        369371.000        20750387.789       109044000.286        49
             17        369371.000        23552250.922       123767936.416        44
             28        369371.000        23213163.212       121985992.867        44
             30        369371.000        20773924.434       109167704.655        51
             22        369371.000        23032156.605       121034791.525        44
              8        369371.000        23468771.314       123329169.157        44
              3        369371.000        23543871.537       123723863.621        44
             89        369371.000        37021275.578       192779496.628        46
             92        369371.000        38373544.394       199821109.358        42
             96        369371.000        36546058.126       190304915.710        45
             98        369371.000        35742318.547       186119631.007        47
            100        369371.000        22261408.268       115920998.953        48
            103        369371.000        36659898.565       190897718.223        47
             95        369371.000        35943474.867       187167103.332        48
             90        369371.000        37423209.933       194872473.756        43
             91        369371.000        36206505.734       188536774.612        46
             94        369371.000        40627275.718       211556881.494        38
              9        369371.000        25258241.811       132732964.745        37
             99        369371.000        25256665.899       131518088.543        42
              1        369372.000        20233327.891       106326833.787        52
              7        369372.000        20387356.391       107136277.203        50
             93        369372.000        39080346.059       203501614.158        41
             11        369372.000        20750678.248       109045526.931        50
             17        369372.000        23551960.445       123766410.906        45
             28        369372.000        23212674.326       121983423.543        46
             30        369372.000        20773774.466       109166917.024        52
             22        369372.000        23031839.343       121033125.875        45
              8        369372.000        23469102.833       123330911.053        45
              3        369372.000        23543362.880       123721191.366        45
             89        369372.000        37021227.363       192779245.099        46
             92        369372.000        38373492.985       199820841.397        42
             96        369372.000        36546123.372       190305254.470        45
             98        369372.000        35742262.200       186119337.208        47
            100        369372.000        22261417.290       115921045.035        48
            103        369372.000        36659901.462       190897733.517        47
             95        369372.000        35943526.642       187167372.557        48
             90        369372.000        37423154.319       194872183.181        43
             91        369372.000        36206454.674       188536509.202        46
             94        369372.000        40627058.812       211555752.859        38
              9        369372.000        25258489.343       132734264.889        38
             99        369372.000        25256329.948       131516338.676        42
              1        369373.000        20233429.922       106327369.585        51
              7        369373.000        20387569.162       107137393.907        50
             93        369373.000        39080287.984       203501311.353        41
             11        369373.000        20750968.969       109047053.768        50
             17        369373.000        23551670.301       123764885.327        45
             28        369373.000        23212185.389       121980853.884        45
             30        369373.000        20773624.709       109166129.805        51
